ASV,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_47,no_hit,Dinophyceae,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Prorocentrum triestinum
ASV_48,no_hit,Dinophyceae,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium rubrum
ASV_49,no_hit,Dinophyceae,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,unknown
ASV_51,no_hit,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros brevis
ASV_52,no_hit,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Fragilariopsis,unknown
ASV_53,no_hit,Dinophyceae,Dinophyceae,unknown,unknown,unknown,unknown
ASV_54,no_hit,Dinophyceae,Dinophyceae,unknown,unknown,unknown,unknown
ASV_55,no_hit,Dinophyceae,Dinophyceae,Gymnodiniales,Warnowiaceae,unknown,unknown
ASV_56,no_hit,Dinophyceae,Dinophyceae,Gymnodiniales,Warnowiaceae,unknown,unknown
ASV_57,Metazoa,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,Oithona,unknown
ASV_58,Viridiplantae,Streptophyta,Magnoliopsida,Myrtales,Myrtaceae,unknown,unknown
ASV_59,Metazoa,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Phacellophora,Phacellophora camtschatica
ASV_60,Metazoa,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,Oithona,Oithona similis
ASV_61,Metazoa,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,Oithona,Oithona pulla
ASV_62,Metazoa,Cnidaria,Hydrozoa,Siphonophorae,Apolemiidae,Apolemia,unknown
ASV_63,Metazoa,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,Oithona,Oithona decipiens
ASV_64,no_hit,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,unknown
ASV_65,no_hit,Dinophyceae,Dinophyceae,Syndiniales,unknown,unknown,unknown
ASV_66,no_hit,Dinophyceae,Dinophyceae,unknown,unknown,unknown,unknown
ASV_67,Fungi,Ascomycota,Dothideomycetes,Dothideales,unknown,unknown,unknown
ASV_68,no_hit,Bacillariophyta,Bacillariophyceae,unknown,unknown,unknown,unknown
ASV_69,no_hit,Dinophyceae,Dinophyceae,Syndiniales,Ellobiopsidae,unknown,unknown
ASV_70,no_hit,Dinophyceae,Dinophyceae,Syndiniales,unknown,unknown,unknown
ASV_71,Metazoa,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,unknown,unknown
ASV_72,Fungi,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,unknown
ASV_73,no_hit,Dinophyceae,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unknown
ASV_74,no_hit,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,unknown
ASV_75,no_hit,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,unknown
ASV_76,no_hit,Haptophyta,unknown,unknown,unknown,unknown,unknown
ASV_77,Metazoa,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,unknown,unknown
ASV_78,no_hit,unknown,unknown,unknown,unknown,unknown,unknown
ASV_79,no_hit,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,unknown
ASV_80,no_hit,unknown,unknown,unknown,unknown,unknown,unknown
ASV_81,no_hit,Dinophyceae,Dinophyceae,unknown,unknown,unknown,unknown
ASV_82,no_hit,Dinophyceae,Dinophyceae,Peridiniales,Protoperidiniaceae,unknown,unknown
ASV_83,no_hit,unknown,unknown,unknown,unknown,unknown,unknown
ASV_84,no_hit,unknown,unknown,unknown,unknown,unknown,unknown
ASV_85,no_hit,Dinophyceae,Dinophyceae,unknown,unknown,unknown,unknown
ASV_86,no_hit,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,unknown
ASV_87,no_hit,Dinophyceae,Dinophyceae,Peridiniales,Peridiniaceae,Scrippsiella,unknown
ASV_88,no_hit,Dinophyceae,Dinophyceae,Peridiniales,unknown,unknown,unknown
ASV_89,no_hit,Dinophyceae,Dinophyceae,Coccidiniales,Chytriodiniaceae,Chytriodinium,unknown
ASV_90,Metazoa,Arthropoda,Hexanauplia,Poecilostomatoida,Oncaeidae,Oncaea,unknown
ASV_91,no_hit,Dinophyceae,Dinophyceae,Syndiniales,unknown,unknown,unknown
ASV_92,no_hit,Bacillariophyta,Coscinodiscophyceae,Stephanodiscales,Stephanodiscaceae,Cyclotella,unknown
ASV_93,no_hit,Cryptista,Cryptophyceae,unknown,unknown,unknown,unknown
ASV_94,no_hit,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_95,no_hit,Dinophyceae,Dinophyceae,unknown,unknown,unknown,unknown
ASV_96,no_hit,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira aestivalis
ASV_97,no_hit,Dinophyceae,Dinophyceae,unknown,unknown,unknown,unknown
ASV_98,no_hit,unknown,unknown,unknown,unknown,unknown,Stramenopiles sp. MAST-1C-sp1
ASV_99,no_hit,unknown,unknown,unknown,unknown,unknown,unknown
ASV_100,no_hit,Dinophyceae,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Adenoides,Adenoides eludens
ASV_101,no_hit,Dinophyceae,Dinophyceae,unknown,unknown,unknown,unknown
ASV_102,no_hit,Dinophyceae,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Spiniferites,Spiniferites ramosus
ASV_103,no_hit,unknown,unknown,unknown,unknown,unknown,unknown
ASV_104,no_hit,Dinophyceae,Dinophyceae,Syndiniales,Duboscquellidae,Duboscquella,unknown
ASV_105,no_hit,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_106,no_hit,unknown,unknown,unknown,unknown,unknown,unknown
ASV_107,no_hit,unknown,unknown,unknown,unknown,unknown,unknown
ASV_108,no_hit,Dinophyceae,Dinophyceae,Gymnodiniales,Kareniaceae,unknown,unknown
ASV_109,no_hit,Dinophyceae,Dinophyceae,unknown,unknown,unknown,Dinophyceae sp. UDMS0803
ASV_110,no_hit,Dinophyceae,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unknown
ASV_111,no_hit,Dinophyceae,Dinophyceae,Peridiniales,Peridiniopsidaceae,Palatinus,Palatinus apiculatus
ASV_112,no_hit,Cryptista,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Teleaulax,Teleaulax amphioxeia
ASV_113,no_hit,Oomycota,unknown,unknown,unknown,unknown,unknown
ASV_114,Metazoa,Arthropoda,Hexanauplia,Poecilostomatoida,Corycaeidae,unknown,unknown
ASV_115,no_hit,Dinophyceae,Dinophyceae,Suessiales,unknown,Dactylodinium,Dactylodinium arachnoides
ASV_116,Metazoa,Annelida,Polychaeta,Terebellida,Terebellidae,Lysilla,Lysilla sp. THS-2012
ASV_117,no_hit,Dinophyceae,Dinophyceae,Peridiniales,Protoperidiniaceae,Islandinium,Islandinium tricingulatum
ASV_118,Metazoa,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Metridia,unknown
ASV_119,no_hit,Bacillariophyta,Coscinodiscophyceae,unknown,unknown,unknown,unknown
ASV_120,no_hit,unknown,unknown,unknown,unknown,unknown,unknown
ASV_121,no_hit,unknown,unknown,unknown,unknown,unknown,unknown
ASV_122,no_hit,unknown,unknown,unknown,unknown,unknown,unknown
ASV_123,no_hit,Ciliophora,unknown,unknown,unknown,unknown,unknown
ASV_124,no_hit,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,unknown,unknown
ASV_125,no_hit,Ciliophora,Spirotrichea,unknown,Strombidiidae,unknown,unknown
ASV_126,no_hit,Choanoflagellata,Choanoflagellata,Acanthoecida,Stephanoecidae,Calliacantha,Calliacantha natans
ASV_127,Fungi,Basidiomycota,Exobasidiomycetes,Exobasidiales,Brachybasidiaceae,unknown,unknown
ASV_128,no_hit,Retaria,Acantharea,Chaunacanthida,unknown,unknown,unknown
ASV_129,no_hit,Bacillariophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,Rhizosolenia setigera
ASV_130,no_hit,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_131,no_hit,unknown,unknown,unknown,unknown,unknown,unknown
ASV_132,no_hit,Euglenozoa,unknown,Diplonemea,unknown,unknown,unknown
ASV_133,no_hit,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_134,no_hit,unknown,unknown,unknown,unknown,unknown,unknown
ASV_135,no_hit,Dinophyceae,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unknown
ASV_136,no_hit,unknown,unknown,unknown,unknown,unknown,Stramenopiles sp. MAST-4E-sp1
ASV_137,no_hit,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Haslea,unknown
ASV_138,no_hit,Dinophyceae,Dinophyceae,Peridiniales,Amphidiniopsidaceae,Archaeperidinium,unknown
ASV_139,no_hit,unknown,unknown,unknown,unknown,unknown,unknown
ASV_140,no_hit,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Fragilariopsis,unknown
ASV_141,no_hit,unknown,unknown,unknown,unknown,unknown,unknown
ASV_142,no_hit,Dinophyceae,Dinophyceae,unknown,unknown,Theleodinium,Theleodinium calcisporum
ASV_143,no_hit,Choanoflagellata,Choanoflagellata,unknown,unknown,unknown,unknown
ASV_144,no_hit,Dinophyceae,Dinophyceae,Coccidiniales,Chytriodiniaceae,unknown,unknown
ASV_145,no_hit,Bacillariophyta,Coscinodiscophyceae,Melosirales,Stephanopyxidaceae,unknown,unknown
ASV_146,no_hit,Ciliophora,Spirotrichea,unknown,Strombidiidae,Strombidium,Strombidium caudispina
ASV_147,no_hit,Dinophyceae,Dinophyceae,Dinophysiales,Dinophysiaceae,Phalacroma,Phalacroma oxytoxoides
ASV_148,no_hit,Cercozoa,Imbricatea,Thaumatomonadida,unknown,unknown,unknown
ASV_149,no_hit,Dinophyceae,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unknown
ASV_150,no_hit,Oomycota,unknown,Lagenidiales,Haliphthoraceae,unknown,unknown
ASV_151,no_hit,Bigyra,Bigyra,Nanomonadea,unknown,Solenicola,unknown
ASV_152,no_hit,Bigyra,Bigyra,Nanomonadea,unknown,Incisomonas,unknown
ASV_153,no_hit,Dinophyceae,Dinophyceae,Gymnodiniales,Kareniaceae,Karlodinium,unknown
ASV_154,Metazoa,Arthropoda,Hexanauplia,Calanoida,Calocalanidae,Calocalanus,unknown
ASV_155,Metazoa,Arthropoda,Hexanauplia,Poecilostomatoida,Oncaeidae,unknown,unknown
ASV_156,Metazoa,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,Synchaeta grimpei
ASV_157,no_hit,Dinophyceae,Dinophyceae,Syndiniales,unknown,unknown,unknown
ASV_158,no_hit,Dinophyceae,Dinophyceae,Syndiniales,unknown,unknown,unknown
ASV_159,no_hit,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Minidiscus,unknown
ASV_160,no_hit,Haptophyta,unknown,unknown,unknown,unknown,unknown
ASV_161,Metazoa,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,Oithona,unknown
ASV_162,no_hit,Dinophyceae,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unknown
ASV_163,no_hit,unknown,unknown,unknown,unknown,unknown,unknown
ASV_164,Viridiplantae,Chlorophyta,unknown,unknown,unknown,unknown,unknown
ASV_165,Metazoa,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,Paracalanus parvus
ASV_166,Metazoa,Arthropoda,Hexanauplia,Calanoida,unknown,unknown,unknown
ASV_167,no_hit,unknown,unknown,unknown,unknown,unknown,Stramenopiles sp. MAST-4A-sp1
ASV_168,no_hit,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,unknown,unknown
ASV_169,no_hit,Dinophyceae,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,unknown
ASV_170,Metazoa,Arthropoda,Hexanauplia,Poecilostomatoida,unknown,unknown,unknown
ASV_171,no_hit,Dinophyceae,Dinophyceae,Peridiniales,Peridiniaceae,Scrippsiella,unknown
ASV_172,no_hit,Dinophyceae,Dinophyceae,unknown,unknown,unknown,unknown
ASV_173,no_hit,Dinophyceae,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,unknown
ASV_174,no_hit,Ciliophora,Spirotrichea,unknown,unknown,unknown,unknown
ASV_175,no_hit,Retaria,Acantharea,Chaunacanthida,Gigartacontidae,Gigartacon,Gigartacon muelleri
ASV_176,no_hit,unknown,unknown,unknown,unknown,unknown,unknown
ASV_177,no_hit,Ciliophora,Spirotrichea,unknown,Tontoniidae,Pseudotontonia,Pseudotontonia sp. JG-2011a
ASV_178,Metazoa,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,unknown
ASV_179,Metazoa,Cnidaria,Hydrozoa,Siphonophorae,unknown,unknown,unknown
ASV_180,no_hit,Dinophyceae,Dinophyceae,unknown,unknown,unknown,unknown
ASV_181,no_hit,unknown,unknown,unknown,unknown,unknown,unknown
ASV_182,no_hit,Dinophyceae,Dinophyceae,unknown,unknown,unknown,unknown
ASV_183,no_hit,Dinophyceae,Dinophyceae,unknown,unknown,unknown,unknown
ASV_184,no_hit,Dinophyceae,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unknown
ASV_185,no_hit,Haptophyta,unknown,Isochrysidales,Noelaerhabdaceae,unknown,unknown
ASV_186,no_hit,Ciliophora,Spirotrichea,unknown,unknown,unknown,unknown
ASV_187,no_hit,Dinophyceae,Dinophyceae,Gymnodiniales,Warnowiaceae,Proterythropsis,unknown
ASV_188,Metazoa,Arthropoda,Hexanauplia,Calanoida,Calocalanidae,Calocalanus,unknown
ASV_189,no_hit,Dinophyceae,Dinophyceae,Gymnodiniales,Kareniaceae,Takayama,Takayama cf. pulchellum
ASV_190,no_hit,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,unknown
ASV_191,no_hit,Dinophyceae,Dinophyceae,unknown,unknown,unknown,unknown
ASV_192,no_hit,unknown,unknown,unknown,unknown,unknown,unknown
ASV_193,no_hit,unknown,unknown,unknown,unknown,unknown,unknown
ASV_194,no_hit,Dinophyceae,Dinophyceae,unknown,unknown,unknown,unknown
ASV_195,no_hit,Ciliophora,Prostomatea,Prorodontida,Colepidae,Tiarina,unknown
ASV_196,no_hit,Dinophyceae,Dinophyceae,Coccidiniales,Chytriodiniaceae,unknown,unknown
ASV_197,no_hit,Dinophyceae,Dinophyceae,Peridiniales,Peridiniaceae,Pentapharsodinium,unknown
ASV_198,no_hit,Dinophyceae,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,unknown
ASV_199,no_hit,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,unknown
ASV_200,no_hit,Dinophyceae,Dinophyceae,unknown,unknown,unknown,unknown
ASV_201,no_hit,Euglenozoa,unknown,Diplonemea,unknown,unknown,unknown
ASV_202,no_hit,Dinophyceae,Dinophyceae,Syndiniales,Amoebophryaceae,unknown,unknown
ASV_203,no_hit,Dinophyceae,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Prorocentrum nux
ASV_204,Metazoa,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,unknown,unknown
ASV_205,Metazoa,Platyhelminthes,Catenulida,unknown,Stenostomidae,Stenostomum,unknown
ASV_206,no_hit,Dinophyceae,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,unknown
ASV_207,no_hit,Cercozoa,unknown,unknown,unknown,unknown,unknown
ASV_208,no_hit,Dinophyceae,Dinophyceae,Coccidiniales,Chytriodiniaceae,unknown,unknown
ASV_209,no_hit,Choanoflagellata,Choanoflagellata,unknown,unknown,unknown,unknown
ASV_210,no_hit,Dinophyceae,Dinophyceae,unknown,unknown,unknown,Thecate dinoflagellate UDTSW0701
ASV_211,no_hit,Bacillariophyta,Coscinodiscophyceae,Coscinodiscales,Hemidiscaceae,Actinocyclus,Actinocyclus curvatulus
ASV_212,no_hit,unknown,unknown,unknown,unknown,unknown,unknown
ASV_213,no_hit,Euglenozoa,unknown,Diplonemea,unknown,unknown,Diplonemida sp. 37 RG-2016
ASV_214,Metazoa,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Metridia,Metridia gerlachei
ASV_215,Metazoa,Arthropoda,Hexanauplia,Poecilostomatoida,Oncaeidae,unknown,unknown
ASV_216,Metazoa,Cnidaria,Hydrozoa,Anthoathecata,Pandeidae,Leuckartiara,Leuckartiara octona
ASV_217,no_hit,Retaria,Acantharea,Chaunacanthida,unknown,unknown,unknown
ASV_218,no_hit,unknown,unknown,unknown,unknown,unknown,unknown
ASV_219,no_hit,Choanoflagellata,Choanoflagellata,Acanthoecida,Stephanoecidae,Calliacantha,Calliacantha natans
ASV_220,no_hit,Retaria,Polycystinea,Collodaria,Collozoidae,Cladococcus,Cladococcus viminalis
ASV_221,no_hit,unknown,unknown,unknown,unknown,unknown,unknown
ASV_222,no_hit,Dinophyceae,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unknown
ASV_223,Metazoa,Annelida,Polychaeta,Terebellida,Terebellidae,Lysilla,Lysilla sp. THS-2012
ASV_224,no_hit,unknown,unknown,unknown,unknown,unknown,unknown
ASV_225,no_hit,Dinophyceae,Dinophyceae,Syndiniales,Amoebophryaceae,unknown,unknown
ASV_226,no_hit,unknown,unknown,unknown,unknown,unknown,unknown
ASV_227,no_hit,unknown,unknown,unknown,unknown,unknown,unknown
ASV_228,no_hit,Dinophyceae,Dinophyceae,Gymnodiniales,Amphilothaceae,Achradina,Achradina pulchra
ASV_229,no_hit,Dinophyceae,Dinophyceae,Peridiniales,Podolampaceae,Lessardia,Lessardia elongata
ASV_230,no_hit,Choanoflagellata,Choanoflagellata,Craspedida,Salpingoecidae,Bicosta,Bicosta minor
ASV_231,no_hit,unknown,unknown,unknown,unknown,unknown,phototrophic eukaryote
ASV_232,no_hit,Choanoflagellata,Choanoflagellata,Acanthoecida,Stephanoecidae,Diaphanoeca,Diaphanoeca undulata
ASV_233,Metazoa,Arthropoda,Hexanauplia,Calanoida,unknown,unknown,unknown
ASV_234,no_hit,Ciliophora,Spirotrichea,unknown,Strombidiidae,Strombidium,Strombidium caudispina
ASV_235,no_hit,Oomycota,unknown,Lagenidiales,Haliphthoraceae,unknown,unknown
ASV_236,no_hit,unknown,unknown,unknown,unknown,unknown,unknown
ASV_237,no_hit,Ciliophora,Spirotrichea,Tintinnida,Tintinnidae,Salpingella,unknown
ASV_238,Metazoa,Chordata,Appendicularia,Copelata,Fritillariidae,Fritillaria <tunicates>,Fritillaria borealis
ASV_239,no_hit,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_240,no_hit,Dinophyceae,Dinophyceae,Coccidiniales,Chytriodiniaceae,unknown,unknown
ASV_241,Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,unknown,unknown
ASV_242,Metazoa,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,unknown
ASV_243,no_hit,Dinophyceae,Dinophyceae,Syndiniales,unknown,unknown,unknown
ASV_244,no_hit,Cercozoa,Thecofilosea,unknown,unknown,unknown,unknown
ASV_245,no_hit,Dinophyceae,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unknown
ASV_246,no_hit,Dinophyceae,Dinophyceae,Gymnodiniales,Gymnodiniaceae,unknown,unknown
ASV_247,no_hit,unknown,unknown,unknown,unknown,unknown,unknown
ASV_248,Metazoa,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,unknown
ASV_249,no_hit,Dinophyceae,Dinophyceae,unknown,unknown,unknown,unknown
ASV_250,no_hit,Cryptista,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Teleaulax,Teleaulax amphioxeia
ASV_251,Metazoa,Arthropoda,Hexanauplia,Calanoida,Metridinidae,unknown,unknown
ASV_252,no_hit,Choanoflagellata,Choanoflagellata,Acanthoecida,Stephanoecidae,unknown,unknown
ASV_253,no_hit,Dinophyceae,Dinophyceae,Syndiniales,unknown,unknown,unknown
ASV_254,no_hit,unknown,unknown,unknown,unknown,unknown,unknown
ASV_255,no_hit,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_256,no_hit,Dinophyceae,Dinophyceae,unknown,unknown,unknown,unknown
ASV_257,no_hit,unknown,unknown,unknown,unknown,unknown,unknown
ASV_258,no_hit,Dinophyceae,Dinophyceae,Gymnodiniales,Gymnodiniaceae,unknown,unknown
ASV_259,no_hit,Cryptista,unknown,Telonemida,unknown,unknown,unknown
ASV_260,no_hit,Dinophyceae,Dinophyceae,unknown,unknown,unknown,unknown
ASV_261,no_hit,unknown,unknown,unknown,unknown,unknown,Stramenopiles sp. MAST-3C-sp1
ASV_262,Metazoa,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Clausocalanus,unknown
ASV_263,no_hit,unknown,unknown,unknown,unknown,unknown,unknown
ASV_264,no_hit,Euglenozoa,unknown,Diplonemea,unknown,unknown,unknown
ASV_265,no_hit,Dinophyceae,Dinophyceae,Syndiniales,unknown,unknown,unknown
ASV_266,Viridiplantae,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,unknown
ASV_267,no_hit,Dinophyceae,Dinophyceae,Syndiniales,Amoebophryaceae,unknown,unknown
ASV_268,no_hit,Dinophyceae,Dinophyceae,Syndiniales,Amoebophryaceae,unknown,unknown
ASV_269,no_hit,Euglenozoa,unknown,Diplonemea,unknown,unknown,Diplonemida sp. 1sb RG-2016
ASV_270,no_hit,unknown,unknown,unknown,unknown,unknown,unknown
ASV_271,no_hit,unknown,unknown,unknown,unknown,unknown,unknown
ASV_272,no_hit,Dinophyceae,Dinophyceae,unknown,unknown,unknown,unknown
ASV_273,no_hit,unknown,unknown,unknown,unknown,unknown,unknown
ASV_274,Metazoa,Arthropoda,Hexanauplia,Calanoida,Calanidae,unknown,unknown
ASV_275,no_hit,Bacillariophyta,Mediophyceae,Cymatosirales,Cymatosiraceae,Minutocellus,Minutocellus polymorphus
ASV_276,no_hit,Oomycota,unknown,Lagenidiales,Haliphthoraceae,Haliphthoros,unknown
ASV_277,no_hit,unknown,unknown,unknown,unknown,unknown,unknown
ASV_278,no_hit,Bacillariophyta,Mediophyceae,Lithodesmiales,Lithodesmiaceae,Ditylum,Ditylum brightwellii
ASV_279,no_hit,Dinophyceae,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,Protoperidinium excentricum
ASV_280,no_hit,Dinophyceae,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unknown
ASV_281,no_hit,Euglenozoa,unknown,Diplonemea,unknown,unknown,unknown
ASV_282,no_hit,Dinophyceae,Dinophyceae,Gonyaulacales,Amphidomataceae,unknown,unknown
