Phylum,Comparison,OddsRatio,P_Value,Adjusted_P_Value
Xenacoelomorpha,MiSeq_Unique_vs_Both,0,1,1
Tubulinea,MiSeq_Unique_vs_Both,0,1,1
Tubulinea,AVITI_Unique_vs_Both,1.20515496183814,1,1
Chytridiomycota,MiSeq_Unique_vs_Both,0,1,1
Chytridiomycota,AVITI_Unique_vs_Both,0.721758473961217,1,1
Choanoflagellata,MiSeq_Unique_vs_Both,0,1,1
Bryozoa,MiSeq_Unique_vs_Both,0,1,1
Aphelida,MiSeq_Unique_vs_Both,0,1,1
Hemimastigophora,MiSeq_Unique_vs_Both,0,1,1
Kinorhyncha,MiSeq_Unique_vs_Both,0,1,1
Platyhelminthes,MiSeq_Unique_vs_Both,0,1,1
Brachiopoda,MiSeq_Unique_vs_Both,0,1,1
Fornicata,MiSeq_Unique_vs_Both,0,1,1
Fornicata,AVITI_Unique_vs_Both,1.80747940442919,1,1
Rotifera,MiSeq_Unique_vs_Both,0,1,1
Rotifera,AVITI_Unique_vs_Both,0.903054261217273,1,1
Mucoromycota,MiSeq_Unique_vs_Both,0,1,1
Mucoromycota,AVITI_Unique_vs_Both,0.903054261217273,1,1
Heterolobosea,MiSeq_Unique_vs_Both,0,1,1
Heterolobosea,AVITI_Unique_vs_Both,1.80747940442919,1,1
Cryptomycota,MiSeq_Unique_vs_Both,0,1,1
Nematoda,MiSeq_Unique_vs_Both,0,1,1
Picozoa,MiSeq_Unique_vs_Both,0,1,1
Picozoa,AVITI_Unique_vs_Both,0,0.556643876432773,1
Haptista,MiSeq_Unique_vs_Both,0,1,1
Perkinsozoa,MiSeq_Unique_vs_Both,0,1,1
Perkinsozoa,AVITI_Unique_vs_Both,0,0.556643876432773,1
Gastrotricha,MiSeq_Unique_vs_Both,0,1,1
Gastrotricha,AVITI_Unique_vs_Both,0,1,1
